.03,8.00,0.21,1.57,8.53,-20.76,0
24451,-7.10,8.00,0.24,1.33,16.28,-20.15,0
24402,-6.70,7.90,0.38,1.45,-0.61,-22.46,0
24426,-7.03,8.00,0.21,1.57,8.53,-20.76,0
24451,-7.10,8.00,0.24,1.33,16.28,-20.15,0
Initialize MPU6050
* Clock Source: 1
* Accel Range:  0
* Accel Offset Registers: -1530 / -493 / 432
===== Calibration Complete =====
t_ms,ax,ay,az,gx,gy,gz,label
1357,-6.00,8.38,0.27,-2.15,-2.20,2.41,0
1381,-5.88,8.28,0.33,-0.87,-0.80,3.51,0
1406,-5.77,8.29,0.34,0.11,1.22,4.00,0
1430,-5.83,8.21,0.17,-0.56,0.67,2.84,0
1455,-5.87,8.29,0.24,-0.87,-0.74,2.90,0
1479,-5.77,8.18,0.23,-0.50,-1.22,3.63,0
1504,-5.57,8.06,0.12,-0.13,1.03,3.82,0
1529,-5.44,7.97,0.18,-0.93,2.50,2.78,0
1553,-5.46,8.11,0.21,-1.72,-0.49,0.03,0
1578,-5.62,8.18,0.33,-1.48,-1.53,-1.86,0
1602,-5.72,8.20,0.29,-0.38,1.22,-2.77,0
1627,-5.80,8.31,0.30,-0.20,0.54,-3.50,0
1651,-5.93,8.32,0.32,-0.26,-1.96,-4.23,0
1676,-6.12,8.28,0.30,0.29,-2.26,-2.28,0
1701,-6.19,8.43,0.35,1.09,0.48,-0.03,0
1725,-6.09,8.51,0.31,1.45,1.28,1.25,0
1750,-6.06,8.49,0.27,1.82,0.42,1.50,0
1774,-6.30,8.43,0.15,1.57,-0.13,2.72,0
1800,-6.13,8.27,-0.02,-0.07,-0.61,5.16,0
1824,-5.95,8.27,0.02,-2.33,-0.37,6.19,0
1849,-5.81,8.34,0.15,-3.37,-1.41,5.77,0
1874,-5.76,8.37,0.30,-3.06,-0.61,4.79,0
1898,-5.66,8.31,0.33,-2.33,-1.10,4.12,0
1923,-5.84,8.28,0.25,-2.21,-0.43,4.36,0
1947,-5.85,8.25,0.30,-2.63,-1.71,5.77,0
1972,-5.71,8.32,0.41,-2.57,-0.19,5.83,0
1997,-5.73,8.35,0.43,-2.27,-0.43,5.89,0
2021,-5.70,8.37,0.38,-1.96,-0.98,5.89,0
2046,-5.71,8.43,0.40,-1.17,-0.25,5.71,0
2070,-5.55,8.34,0.40,-1.23,-0.31,5.77,0
2095,-5.53,8.32,0.34,-1.05,-1.16,5.95,0
2119,-5.57,8.31,0.31,-1.23,-0.43,5.71,0
2144,-5.40,8.28,0.45,-1.05,-0.00,5.16,0
2169,-5.23,8.42,0.47,-0.20,-0.00,4.06,0
2193,-5.30,8.35,0.45,0.66,1.76,2.60,0
2218,-5.44,8.34,0.34,0.48,1.52,1.99,0
2242,-5.42,8.40,0.28,-0.44,-0.43,2.05,0
2267,-5.52,8.50,0.29,-1.29,-1.35,1.80,0
2291,-5.60,8.47,0.31,-1.60,-0.92,1.62,0
2316,-5.77,8.58,0.43,-1.48,-1.22,1.62,0
2341,-5.94,8.56,0.37,-1.66,-2.32,3.69,0
